-43.15319	-20.363334
-43.723768	-20.209684
-44.603611	-21.975063
-44.641769	-22.171467
-43.779171	-21.150302
-43.857058	-20.563225
-43.42844	-21.022123
-43.056933	-20.106577
-43.370948	-18.73137
-43.715459	-20.312255
-44.326672	-21.740164
-43.751664	-21.317318
-43.480677	-20.309271
-45.251188	-22.845388
-44.447154	-22.671763
-43.101246	-22.231162
-44.869246	-22.677397
-44.898463	-21.965934
-44.330618	-22.681494
-43.804108	-21.219699
-43.041042	-20.28212
-43.990558	-21.184793
-43.481284	-19.940964
-43.105591	-19.826772
-43.415436	-21.949153
-44.030576	-20.412115
-43.421324	-20.236776
-43.758481	-21.60556
-44.11785	-21.100874
-43.492481	-19.711989
-44.197992	-20.145027
-43.455874	-19.989588
-45.004625	-22.658948
-43.64969	-20.361973
-43.681268	-19.889322
-43.410764	-20.271268
-45.297057	-21.84913
-45.409997	-21.835981
-45.052603	-22.702252
-43.627112	-20.923596
-44.551314	-21.341377
-44.542761	-21.331979
-43.74213	-20.8
-43.802786	-20.950891
-45.132399	-22.121281
-43.140987	-19.086382
-44.643586	-21.488333
-44.014557	-20.83953
-43.441833	-20.074252
-43.507849	-20.690203
-44.8692471	-21.9718143
-43.559167	-20.476979
-43.061808	-22.00383
-43.221553	-21.671906
-43.374152	-20.904845
-43.456799	-19.864932
-43.218736	-22.033891
-44.473391	-21.127663
-43.925248	-21.718882
-43.422488	-19.034888
-45.08813	-21.880323
-43.871792	-20.504172
-43.682544	-18.813336
-43.810386	-20.650009
-43.297503	-21.589429
-44.224798	-21.022985
-43.471617	-18.072631
-43.842873	-20.829206
-45.275099	-22.213872
-44.980495	-22.572471
-44.809923	-21.840391
-44.966195	-23.073186
-43.506181	-18.883263
-43.668474	-18.450371
-45.280273	-22.5085
-44.414764	-20.635598
-43.521368	-21.147582
-43.619841	-18.24134
-43.198709	-20.485864
-43.25472	-18.967124
-45.167572	-22.249856
-44.06019	-21.10974
-42.930245	-19.057201
-43.771996	-20.348936
-44.075017	-20.666268
-43.517888	-21.550588
-43.246745	-18.076528
-43.030778	-19.232486
-43.654378	-20.287876
-43.759298	-18.472591
-42.946772	-18.777015
-45.273692	-22.792067
-43.835607	-20.021381
-43.964802	-21.431794
-44.755202	-21.151951
-43.193373	-22.253146
-44.933241	-21.402327
-43.434659	-19.6211
-43.263083	-19.6472
-43.814651	-20.255312
-43.140913	-22.382848
-43.322265	-19.415552
-44.870387	-22.282158
-44.94579	-22.30029
-43.44122	-18.778011
-43.571773	-20.490418
-43.618712	-20.676529
-44.669458	-21.297268
-43.7451	-19.521917
-43.982724	-20.535554
-45.302276	-22.00011
-43.192167	-19.831759
-43.452561	-21.728885
-44.083091	-20.917526
-43.976607	-19.591776
-45.209943	-23.089971
-45.348192	-21.971636
-43.481893	-20.790473
-43.682632	-19.120359
-45.06839	-21.252701
-43.521261	-20.472972
-44.906084	-22.568179
-43.792667	-21.839188
-43.804945	-20.518597
-45.146431	-22.730915
-44.903909	-21.509378
-44.340827	-21.483703
-43.038876	-22.6566
-45.380553	-22.312181
-43.436337	-20.377098
-45.165521	-22.449332
-43.334398	-21.838311
-43.362665	-21.192737
-43.772234	-20.434922
-43.498685	-18.472496
-44.609032	-21.680683
-44.052233	-20.333262
-44.127037	-18.324095
-43.309618	-22.018226
-43.407548	-20.113269
-43.703778	-19.956775
-43.384516	-19.219128
-44.625391	-21.218631
-43.976852	-20.034871
-43.612562	-19.706142
-43.945828	-21.860019
-43.450306	-21.340544
-45.271637	-22.069183
-43.699943	-20.515623
-43.503594	-20.385296
-43.415755	-21.288099
-44.715538	-23.219461
-43.327416	-22.160467
-44.966416	-22.382659
-44.618704	-20.64957
-43.147413	-19.352373
-45.465422	-22.24524
-43.742737	-21.704321
-43.172651	-22.320515
-43.134934	-21.719496
-43.252997	-22.48374
-43.380246	-21.50965
-44.196498	-21.46727
-45.429251	-22.917794
-45.177364	-22.613381
-43.305821	-20.684027
-42.925269	-20.416288
-43.218021	-22.682121
-45.264025	-22.837064
-44.972804	-22.197249
-43.896123	-20.585041
-44.078553	-21.057601
-43.189306	-20.766395
-43.652358	-18.625442
-43.254369	-22.189473
-44.807702	-22.535737
-43.891888	-20.740378
-43.83451	-19.959975
-44.25297	-20.917134
-43.771309	-21.062776
-43.812251	-20.08805
-43.482207	-20.856808
-43.173648	-19.929334
-43.179045	-21.273575
-43.172897	-22.906847
-44.3193	-21.025529
-45.308953	-22.900736
-43.811301	-19.891116
-43.081734	-18.666169
-43.424568	-19.964078
-43.567898	-21.246267
-44.224067	-21.119381
-43.924865	-19.795392
