Nome,URL,Caminho
Lagoinha,"https://www.google.com/maps/@-23.089971,-45.209943,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Lambari,"https://www.google.com/maps/@-21.971636,-45.348192,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Lavras,"https://www.google.com/maps/@-21.252701,-45.06839,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Lavrinhas,"https://www.google.com/maps/@-22.568179,-44.906084,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Lobo Leite,"https://www.google.com/maps/@-20.518597,-43.804945,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Lorena,"https://www.google.com/maps/@-22.730915,-45.146431,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Luminárias,"https://www.google.com/maps/@-21.509378,-44.903909,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Madre de Deus de Minas,"https://www.google.com/maps/@-21.483703,-44.340827,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Maria da Fé,"https://www.google.com/maps/@-22.312181,-45.380553,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Marmelópolis,"https://www.google.com/maps/@-22.449332,-45.165521,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Miguel Burnier,"https://www.google.com/maps/@-20.434922,-43.772234,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Minduri,"https://www.google.com/maps/@-21.680683,-44.609032,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Moeda,"https://www.google.com/maps/@-20.333262,-44.052233,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Nazareno,"https://www.google.com/maps/@-21.218631,-44.625391,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Olímpio Noronha,"https://www.google.com/maps/@-22.069183,-45.271637,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Ouro Preto,"https://www.google.com/maps/@-20.385296,-43.503594,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Paraty,"https://www.google.com/maps/@-23.219461,-44.715538,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Passa Quatro,"https://www.google.com/maps/@-22.382659,-44.966416,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Passa Tempo,"https://www.google.com/maps/@-20.64957,-44.618704,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Pedralva,"https://www.google.com/maps/@-22.24524,-45.465422,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Piedade do Rio Grande,"https://www.google.com/maps/@-21.46727,-44.196498,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Pindamonhangaba,"https://www.google.com/maps/@-22.917794,-45.429251,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Piquete,"https://www.google.com/maps/@-22.613381,-45.177364,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Potim,"https://www.google.com/maps/@-22.837064,-45.264025,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Pouso Alto,"https://www.google.com/maps/@-22.197249,-44.972804,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Povoado de Pequeri,"https://www.google.com/maps/@-20.585041,-43.896123,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Prados,"https://www.google.com/maps/@-21.057601,-44.078553,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Queluz,"https://www.google.com/maps/@-22.535737,-44.807702,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Resende Costa,"https://www.google.com/maps/@-20.917134,-44.25297,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Ritápolis,"https://www.google.com/maps/@-21.025529,-44.3193,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Roseira,"https://www.google.com/maps/@-22.900736,-45.308953,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Santa Cruz de Minas,"https://www.google.com/maps/@-21.119381,-44.224067,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Santana do Capivari,"https://www.google.com/maps/@-22.24756,-44.942794,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Santo Antônio do Leite,"https://www.google.com/maps/@-20.356424,-43.733286,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
São Bartolomeu,"https://www.google.com/maps/@-20.311591,-43.583941,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
São Brás do Suaçuí,"https://www.google.com/maps/@-20.624743,-43.956008,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
São João del Rei,"https://www.google.com/maps/@-21.115962,-44.275616,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
São José do Barreiro,"https://www.google.com/maps/@-22.645807,-44.584641,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
São Lourenço,"https://www.google.com/maps/@-22.119603,-45.07386,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
São Luiz do Paraitinga,"https://www.google.com/maps/@-23.240619,-45.387271,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
São Sebastião da Vitória,"https://www.google.com/maps/@-21.243876,-44.409502,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
São Sebastião do Rio Verde,"https://www.google.com/maps/@-22.217997,-44.986254,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
São Thomé das Letras,"https://www.google.com/maps/@-21.722875,-44.985908,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
São Tiago,"https://www.google.com/maps/@-20.910904,-44.519187,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
São Vicente de Minas,"https://www.google.com/maps/@-21.702346,-44.454463,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Seritinga,"https://www.google.com/maps/@-21.908694,-44.523663,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Serranos,"https://www.google.com/maps/@-21.888999,-44.523033,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Silveiras,"https://www.google.com/maps/@-22.665529,-44.8526,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Soledade de Minas,"https://www.google.com/maps/@-22.055909,-45.051867,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Taubaté,"https://www.google.com/maps/@-23.026069,-45.566075,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Tiradentes,"https://www.google.com/maps/@-21.108898,-44.174209,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Traituba,"https://www.google.com/maps/@-21.634287,-44.731288,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Tremembé,"https://www.google.com/maps/@-22.976699,-45.554338,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Três Corações,"https://www.google.com/maps/@-21.695816,-45.293881,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Vila Embaú,"https://www.google.com/maps/@-22.60899,-45.048404,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Virgínia,"https://www.google.com/maps/@-22.332582,-45.096736,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
Wenceslau Braz,"https://www.google.com/maps/@-22.535015,-45.361575,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Velho
