Nome,URL,Caminho
Santo Antônio do Rio Abaixo,"https://www.google.com/maps/@-19.228183,-43.253477,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Diamantes
Santo Hipólito,"https://www.google.com/maps/@-18.296227,-44.229402,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Diamantes
São Gonçalo do Rio Abaixo,"https://www.google.com/maps/@-19.826569,-43.360897,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Diamantes
São Gonçalo do Rio das Pedras,"https://www.google.com/maps/@-18.419559,-43.509942,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Diamantes
São Gonçalo do Rio Preto,"https://www.google.com/maps/@-18.003735,-43.381836,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Diamantes
São Sebastião do Rio Preto,"https://www.google.com/maps/@-19.292812,-43.183871,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Diamantes
Senhora do Carmo,"https://www.google.com/maps/@-19.512319,-43.371726,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Diamantes
Senhora do Porto,"https://www.google.com/maps/@-18.892793,-43.083842,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Diamantes
Serra Azul de Minas,"https://www.google.com/maps/@-18.360064,-43.170696,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Diamantes
Serra do Cipó - Santana do Riacho,"https://www.google.com/maps/@-19.336407,-43.632731,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Diamantes
Serro,"https://www.google.com/maps/@-18.601668,-43.39995,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Diamantes
Taquaraçu de Minas,"https://www.google.com/maps/@-19.667715,-43.689039,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Diamantes
Três Barras,"https://www.google.com/maps/@-18.518682,-43.458644,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Diamantes
Vau,"https://www.google.com/maps/@-18.41558,-43.52422,14z?hl=en-US&entry=ttu&g_ep=EgoyMDI1MDQwOS4wIKXMDSoJLDEwMjExNjQwSAFQAw%3D%3D",Diamantes
